controllerFamily,Object Name,Action,ToolTip/Name,Value,Value1
ERC21x,Create_New_ApplicationCB,verifyList_When_DynamicChoiceInComboBox,,"App0$$080G3290-(Red LED,115V,Single/Multi Pack)%%App0$$080G3293-(Red LED,230V,Single/Multi Pack)%%App0$$080G3288-(Red LED,230V,Industrial Pack)%%App0$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App0$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App0$$080G3297-(Red LED,115V,Industrial Pack)%%App1$$080G3290-(Red LED,115V,Single/Multi Pack)%%App1$$080G3293-(Red LED,230V,Single/Multi Pack)%%App1$$080G3288-(Red LED,230V,Industrial Pack)%%App1$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App1$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App1$$080G3297-(Red LED,115V,Industrial Pack)%%App2$$080G3290-(Red LED,115V,Single/Multi Pack)%%App2$$080G3293-(Red LED,230V,Single/Multi Pack)%%App2$$080G3288-(Red LED,230V,Industrial Pack)%%App2$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App2$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App2$$080G3297-(Red LED,115V,Industrial Pack)%%App3$$080G3290-(Red LED,115V,Single/Multi Pack)%%App3$$080G3293-(Red LED,230V,Single/Multi Pack)%%App3$$080G3288-(Red LED,230V,Industrial Pack)%%App3$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App3$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App3$$080G3297-(Red LED,115V,Industrial Pack)%%App4$$080G3290-(Red LED,115V,Single/Multi Pack)%%App4$$080G3293-(Red LED,230V,Single/Multi Pack)%%App4$$080G3288-(Red LED,230V,Industrial Pack)%%App4$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App4$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App4$$080G3297-(Red LED,115V,Industrial Pack)%%App5$$080G3290-(Red LED,115V,Single/Multi Pack)%%App5$$080G3293-(Red LED,230V,Single/Multi Pack)%%App5$$080G3288-(Red LED,230V,Industrial Pack)%%App5$$080G3262-(Red LED,115V,KIT,Single/Multi Pack)%%App5$$080G3263-(Red LED,230,KIT,Single/Multi Pack)%%App5$$080G3297-(Red LED,115V,Industrial Pack)",Create_New_CodeNumberCB
